,报警时间,报警电话,证件类型,联系人电话,小型客车子类,当事人事故责任,当事人处罚情况,证件号码,姓名,城市,街道,GPS_X,GPS_Y,发生地点,普通路面类型,道路级别,路口,路段,斑马线,信号灯,证件号码合法性,户籍,年龄,电话归属地
115,2020-11-30 22:10:51,13185388326.0,身份证,13185388326,nan,无责,未发现违法行为,370500198209233161,陈静,刚市,西安街,119.946976338765,30.062128270558,内部道路,nan,nan,nan,nan,nan,nan,合法,山东省,40,浙江
116,2020-11-30 21:43:36,nan,身份证,13757013816,非营运,全部,已处罚,152200196307226155,方玉珍,香港县,天津路,119.935937925748,30.056342165963,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,内蒙古自治区,59,浙江
117,2020-11-30 21:39:00,13516772834.0,身份证,13968152295,非营运,次要,已处罚,530115201602221076,王丽丽,沈阳市,唐路,119.907,30.09191,普通路面,路口,其他,十字路口,nan,否,无,合法,云南省,6,浙江
118,2020-11-30 20:59:22,13588701991.0,身份证,13588701991,非营运,无责,未发现违法行为,533423198505016999,李林,建国市,哈尔滨路,nan,nan,普通路面,路口,城市道路,十字路口,nan,否,有,合法,云南省,37,浙江
119,2020-11-30 20:57:36,15868465845.0,身份证,15868465845,非营运,无责,未发现违法行为,540227201403148358,曹龙,海门市,刘路,119.94940373137,30.116484580669,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,西藏自治区,8,浙江
120,2020-11-30 20:56:24,13588425505.0,身份证,13588425505,非营运,无责,未发现违法行为,510183199512072209,毛伟,东莞县,澳门街,nan,nan,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,四川省,27,浙江
121,2020-11-30 20:55:02,15968182625.0,身份证,15968182625,非营运,nan,nan,150502199909055956,梁志强,海口市,西安路,119.943256063867,30.064084755096,内部道路,nan,nan,nan,nan,nan,nan,合法,内蒙古自治区,23,浙江
122,2020-11-30 20:49:47,13073678183.0,身份证,13073678183,非营运,无责,未发现违法行为,500118200611068682,赵小红,军市,拉萨路,119.987180173676,30.068671312446,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,重庆市,16,浙江
123,2020-11-30 20:44:51,15990095733.0,身份证,15990095733,非营运,无责,未发现违法行为,150204198312086356,刘超,玲县,梧州路,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,内蒙古自治区,39,浙江
124,2020-11-30 20:34:07,nan,身份证,15968812914,非营运,全部,已处罚,621026200201126088,萧秀梅,静县,余路,120.064423397323,30.079781176555,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,甘肃省,20,浙江
125,2020-11-30 20:15:50,15224096745.0,身份证,15224096745,非营运,无责,未发现违法行为,130121198602282651,吴想,兵县,沈阳街,119.864507155589,29.907940172679,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河北省,36,浙江
126,2020-11-30 19:48:58,15858071710.0,身份证,18258486016,非营运,无责,未发现违法行为,360203197705083410,郭金凤,秀芳县,宁德街,119.938826448564,30.068097523135,普通路面,路口,城市道路,T字路口,nan,否,无,合法,江西省,45,浙江
127,2020-11-30 19:39:38,15874571217.0,身份证,15874571217,非营运,无责,未发现违法行为,510525198501278512,刘小红,丹丹县,李路,120.035660073319,30.085594971787,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,四川省,37,湖南
128,2020-11-30 19:24:43,13095703866.0,身份证,13095703866,非营运,无责,未发现违法行为,420607201002122324,简璐,上海市,郭街,119.884580804551,29.995881139408,普通路面,路口,国道,十字路口,nan,是,有,合法,湖北省,12,浙江
129,2020-11-30 19:14:19,15068866191.0,身份证,15068866191,非营运,无责,未发现违法行为,14092820000927719X,罗淑兰,玉梅市,李路,120.050341191743,30.08415153261,普通路面,路段,城市道路,nan,不在缺口上发生,是,无,合法,山西省,22,浙江
130,2020-11-30 19:02:54,13777557712.0,身份证,18668243882,非营运,无责,未发现违法行为,370104199109248831,萧波,荆门县,敖路,119.917753432862,30.049864534618,内部道路,nan,nan,nan,nan,nan,nan,合法,山东省,31,浙江
131,2020-11-30 18:57:15,13067857488.0,身份证,13067857488,非营运,无法现场认定,待事故调查,640302199801099477,刘静,贵阳县,张街,120.06937,30.03637,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,宁夏回族自治区,24,浙江
132,2020-11-30 18:36:24,13516659435.0,身份证,13516659435,非营运,无责,未发现违法行为,130506202006017824,萧杰,武汉市,周路,119.89878,29.99953,普通路面,路段,城市道路,nan,不在缺口上发生,是,有,合法,河北省,2,广东
133,2020-11-30 18:05:19,18956718778.0,身份证,18956718778,nan,无责,未发现违法行为,350823199604233964,龚丽丽,佳市,程街,119.948012990688,30.058921240583,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,福建省,26,安徽
134,2020-11-30 18:05:19,13806519078.0,身份证,18258225448,nan,全部,已处罚,130131199305032952,张莹,艳市,申路,119.940096188636,30.052577184467,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,河北省,29,浙江
135,2020-11-30 17:59:06,18267160666.0,身份证,17708773611,非营运,无责,未发现违法行为,630123199911231351,周畅,淑兰市,呼和浩特路,119.93088066639,30.032520964856,普通路面,路口,乡/村道,十字路口,nan,否,无,合法,青海省,23,不合法的电话号码
136,2020-11-30 17:55:01,18267125555.0,身份证,13567123877,非营运,无责,未发现违法行为,231123199301199805,杨婷,张家港市,赵街,119.934383255983,30.055718757166,普通路面,路段,城市道路,nan,路边缺口,否,nan,合法,黑龙江省,29,浙江
137,2020-11-30 17:49:46,15397106136.0,身份证,15397106136,非营运,全部,已处罚,150600200112057979,鲍雪,秀兰县,兴安盟路,119.93374029881,30.061836203984,普通路面,路段,城市道路,nan,路边缺口,否,nan,合法,内蒙古自治区,21,浙江
138,2020-11-30 17:46:39,13738097570.0,身份证,15067168916,nan,无责,未发现违法行为,320923198302088808,陈淑兰,哈尔滨县,邯郸街,119.98832,30.01514,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,江苏省,39,浙江
139,2020-11-30 17:39:28,nan,身份证,13801644514,客运网约车,无法现场认定,未发现违法行为,131003200012249520,赵文,呼和浩特县,淮安街,119.92785,30.01332,普通路面,路口,城市道路,十字路口,nan,否,无,合法,河北省,22,上海
140,2020-11-30 17:19:22,13095818312.0,身份证,13095818312,非营运,nan,nan,230723201903261399,魏荣,玉梅县,马街,119.926944646081,30.049941059986,普通路面,路口,城市道路,十字路口,nan,否,有,合法,黑龙江省,3,浙江
141,2020-11-30 17:16:48,18806517872.0,身份证,18806517872,非营运,nan,nan,411082199608097983,施玉梅,兰英市,香港街,119.898563071928,30.002049530401,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河南省,26,浙江
142,2020-11-30 17:03:22,13758171157.0,身份证,13758171157,非营运,nan,nan,140881200006027538,夏英,俊县,钱路,119.927604669547,30.072383175259,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,山西省,22,浙江
143,2020-11-30 16:59:52,13396528993.0,身份证,13396528993,客运网约车,无责,未发现违法行为,540426201506193017,李玉,西宁县,银川路,119.922312188499,30.050188196645,普通路面,路段,城市道路,nan,路边缺口,否,nan,合法,西藏自治区,7,浙江
144,2020-11-30 16:58:28,13735858901.0,身份证,13735858901,非营运,无责,未发现违法行为,370831198502279733,朱强,秀梅县,郝路,119.732310000223,29.974579999648,内部道路,nan,nan,nan,nan,nan,nan,合法,山东省,37,浙江
145,2020-11-30 16:55:26,15757908685.0,身份证,15757908685,非营运,无法现场认定,待事故调查,360825200008148608,詹梅,阜新市,辽阳街,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,江西省,22,不合法的电话号码
146,2020-11-30 16:51:59,nan,身份证,18626871109,客运网约车,无法现场认定,未发现违法行为,421221199812208003,张博,哈尔滨市,南京路,119.9390628848,30.059726103644,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,湖北省,24,浙江
147,2020-11-30 16:51:48,15858196784.0,身份证,15858196784,非营运,无法现场认定,未发现违法行为,131121199603091465,张斌,郑州市,徐路,119.876304293432,29.990660174394,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河北省,26,浙江
148,2020-11-30 16:47:53,13777893878.0,身份证,13777893878,非营运,无法现场认定,未发现违法行为,210204198710199838,包斌,马鞍山县,郭路,120.024895570963,30.064192373857,普通路面,路口,省道,十字路口,nan,否,无,合法,辽宁省,35,浙江
149,2020-11-30 16:44:58,15088744528.0,身份证,15088744528,非营运,无责,未发现违法行为,130205197010134795,季敏,欣县,潜江路,119.936723777802,30.062720322143,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,河北省,52,浙江
150,2020-11-30 16:27:40,13175070029.0,身份证,13175070029,非营运,全部,已处罚,513423198210186508,杨梅,六盘水市,张街,120.019116991065,30.075848065677,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,四川省,40,浙江
151,2020-11-30 16:15:57,18368007990.0,nan,nan,nan,nan,nan,420503199701171837,刘瑜,海口市,关街,119.93968,30.05041,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,湖北省,25,未录入电话号码
152,2020-11-30 16:09:58,13738186762.0,身份证,13738186762,非营运,全部,已处罚,620403198508137976,张冬梅,上海市,胡街,119.935565919005,30.067503180382,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,甘肃省,37,浙江
153,2020-11-30 16:01:48,18958177573.0,身份证,18868887227,非营运,无责,未发现违法行为,150526199906116224,尚华,成都市,兴城路,119.93984869745,30.06522414578,普通路面,路口,城市道路,十字路口,nan,否,有,合法,内蒙古自治区,23,浙江
154,2020-11-30 16:00:09,13486177773.0,身份证,13486177773,非营运,全部,已处罚,131024198803238387,孟英,兴城县,杨街,119.935175793448,30.070803538057,内部道路,nan,nan,nan,nan,nan,nan,合法,河北省,34,浙江
155,2020-11-30 15:58:23,13738000720.0,身份证,13777390660,非营运,全部,已处罚,533301201611217410,彭红,辛集县,吴路,119.922556171453,30.05015657779,内部道路,nan,nan,nan,nan,nan,nan,合法,云南省,6,浙江
156,2020-11-30 15:55:19,nan,身份证,13868155966,非营运,全部,已处罚,54012719790303212X,马海燕,长春县,成都街,119.738397554222,29.961320683227,内部道路,nan,nan,nan,nan,nan,nan,合法,西藏自治区,43,浙江
157,2020-11-30 15:48:41,13588049286.0,身份证,13968049814,非营运,无法现场认定,待事故调查,130505202011141751,罗娜,成县,柳州路,119.875221051156,29.914398070953,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,河北省,2,浙江
158,2020-11-30 15:31:22,nan,身份证,13616815244,nan,全部,已处罚,371726200012045437,章红,建市,武汉路,119.93440794288,30.047494319756,普通路面,路口,城市道路,十字路口,nan,是,有,合法,山东省,22,浙江
159,2020-11-30 15:28:32,15258823937.0,身份证,15258823937,nan,次要,已处罚,533301201603064872,蔡鹏,梧州县,高街,119.92187,30.0553,普通路面,路口,省道,T字路口,nan,是,有,合法,云南省,6,浙江
160,2020-11-30 15:26:12,18357136995.0,身份证,13868185572,nan,无责,未发现违法行为,430211199704189309,林玉珍,银川县,汕尾路,119.900108565346,29.998303984428,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,湖南省,25,浙江
161,2020-11-30 15:20:11,15336588325.0,身份证,18768160920,非营运,全部,已处罚,510104199604043514,徐梅,雪梅县,银川街,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,四川省,26,不合法的电话号码
162,2020-11-30 15:03:24,15224041169.0,身份证,17857694454,nan,无责,未发现违法行为,533100195011057518,邓婷婷,哈尔滨县,西宁街,119.775930017475,30.009810008899,普通路面,路口,城市道路,十字路口,nan,否,有,合法,云南省,72,不合法的电话号码
163,2020-11-30 15:01:29,13588396371.0,身份证,13588396371,非营运,nan,nan,440103195001158686,廖成,西宁县,徐街,119.924266816253,30.015075160475,普通路面,路口,县道,环岛,nan,否,无,合法,广东省,72,浙江
164,2020-11-30 14:59:19,18857104463.0,身份证,18857104463,非营运,nan,nan,230622199203142370,杜玉,拉萨县,卢街,120.052588769768,30.082852631423,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,黑龙江省,30,浙江
165,2020-11-30 14:58:29,13868185458.0,身份证,13868185458,nan,nan,nan,441223198812081577,楚秀英,上海市,武汉街,119.934634474321,30.071598299088,普通路面,路口,乡/村道,不规则路口,nan,否,无,合法,广东省,34,浙江
166,2020-11-30 14:52:25,13600509250.0,身份证,13616548136,非营运,无责,未发现违法行为,510824198508239508,陈芳,郑州县,兴安盟街,119.942365123146,30.068112899266,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,四川省,37,浙江
167,2020-11-30 14:39:18,13757095154.0,身份证,13757095154,非营运,无责,未发现违法行为,511525199602256350,梅秀华,齐齐哈尔市,周路,nan,nan,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,四川省,26,浙江
168,2020-11-30 14:33:45,15058141073.0,身份证,15058141073,非营运,nan,nan,43052319860708895X,陈东,东莞县,辽阳街,119.764150009816,29.880000003633,内部道路,nan,nan,nan,nan,nan,nan,合法,湖南省,36,浙江
169,2020-11-30 14:31:25,15606818999.0,身份证,15606818999,非营运,全部,已处罚,440305199011262489,汤文,澳门市,沈街,119.734950827029,29.97409197655,普通路面,路段,城市道路,nan,不在缺口上发生,是,无,合法,广东省,32,浙江
170,2020-11-30 14:23:24,nan,身份证,13735590450,非营运,全部,已处罚,441203198805246016,杨欢,彬市,柳州街,119.951162637637,30.0519773143,普通路面,路口,城市道路,十字路口,nan,否,有,合法,广东省,34,浙江
171,2020-11-30 14:17:39,15957159883.0,身份证,15957159883,nan,无法现场认定,有违法未处罚,510322199609148220,刘东,畅市,香港路,119.989412996557,30.013617425912,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,四川省,26,浙江
172,2020-11-30 14:14:45,13486156454.0,身份证,13486156454,nan,无法现场认定,未发现违法行为,350526199112131796,王欣,西安市,孙街,119.856483704696,29.902291272336,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,福建省,31,浙江
173,2020-11-30 14:09:25,13805767799.0,身份证,13805767799,非营运,nan,nan,341202199604122548,宋平,汕尾市,淮安街,119.922560204564,30.050016108435,内部道路,nan,nan,nan,nan,nan,nan,合法,安徽省,26,浙江
174,2020-11-30 13:43:05,18868745937.0,身份证,13083993157,nan,无责,未发现违法行为,411603201901136475,吴博,西宁市,宋路,119.91476,30.05475,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河南省,3,浙江
175,2020-11-30 13:29:53,18757173713.0,身份证,18506813865,nan,同等,已处罚,420822199802225043,蒙敏,惠州市,高街,119.958510124822,30.055326190213,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,湖北省,24,浙江
176,2020-11-30 13:25:35,nan,身份证,13777565777,非营运,全部,已处罚,231223199912088480,陈勇,成都市,乌鲁木齐路,119.890277110555,29.934077093452,普通路面,路口,城市道路,十字路口,nan,否,有,合法,黑龙江省,23,浙江
177,2020-11-30 13:13:35,15824172399.0,身份证,15824172399,nan,nan,nan,513336198202218342,蔡柳,南京县,左路,120.052688908628,30.082323765579,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,四川省,40,浙江
178,2020-11-30 12:55:32,15867189159.0,身份证,15867189159,非营运,全部,已处罚,420529199205061827,安秀梅,兰英县,刘街,119.950797802137,30.050959757488,普通路面,路口,城市道路,不规则路口,nan,是,无,合法,湖北省,30,浙江
